#Pommier Melgueil Braeburn 64				
CODE :	FORM-A			
CLASSES:				
SYMBOL	SCALE	DECOMPOSITION	INDEXATION	DEFINITION
$ 	0	FREE	FREE	IMPLICIT
P	1	FREE	FREE	EXPLICIT
R	2	PURELINEAR	FREE	IMPLICIT
M	2	PURELINEAR	FREE	IMPLICIT
S	2	PURELINEAR	FREE	IMPLICIT
I	3	FREE	FREE	EXPLICIT
U 	3	FREE	FREE	EXPLICIT
W	3	FREE	FREE	EXPLICIT
D 	3	FREE	FREE	EXPLICIT
E	4	FREE	FREE	EXPLICIT
F	4	FREE	FREE	EXPLICIT

DESCRIPTION :			
LEFT	RIGHT	RELTYPE	MAX
R	R,M,S	+	?
R	R,M,S	<	1
M	R,M,S	+	?
M	M,S	<	1
S	R,M,S	+	?
S	S	<	1
U	U,W,I,D	+	?
U	U,W,I,D	<	1
W	U,W,I,D	+	?
W	U,W,I,D	<	1
I	U,W,I,D	+	?
D	U,W,I,D	<	1
D	D, W	+	?
E	E,F	+	?
E	E,F	<	1


FEATURES:			
NAME	TYPE		
TopDia	REAL		
XX	REAL		
YY	REAL		
ZZ	REAL		
d98	REAL		
Nli98	INT		
x98	REAL		
y98	REAL		
z98	REAL		
d97	REAL		
rem	ALPHA		
Nli97	INT
x97	REAL
y97	REAL
z97	REAL
Nfruit	REAL
MS	REAL
fermete	REAL
IR	REAL
diam	REAL
hauteur	REAL
color	REAL
codeami	REAL
Poids	REAL
Densite	REAL
Hertz	REAL
Elson	REAL
lin	INT																																		

MTG:																																			
ENTITY-CODE								TopDia	XX	YY	ZZ	d98	Nli98	x98	y98	z98	d97	rem	Nli97	x97	y97	z97	Nfruit	MS	fermete	IR	diam	hauteur	color	codeami	Poids	Densite	Hertz	Elson	lin
			^<E11																																6141
				+S1/I99/E1+D99/E1					35.79	47.1	-163.19																								6142
			^<E12																																6143
				+S1/I99/E1+D99/E1					34.33	47.67	-165.59																								6144
			^<E13																																6145
				+S1/I99/E1+D99/E1					32.18	49.46	-163.19																								6146
			^<E14<<E16										3788	96.63	34.16	-177.88																			6147
			^<I99/E1						30.16	49.34	-164.67																								6148
				+M1/W99/E1<<E5					30.22	48.38	-165.35																								6149
			^<E2																																6150
				+M1/W99/E1<<E8					28.93	50.9	-164.21																								6151
			^<F232																																6152
	^<E24												3789																						6153
		+S1/I97/E1+D97/E1											3790						1094	-28.43	35.04	-152.98													6154
		^<I98/E1											3791	118.86	35.29	-162.67																			6155
			+W98/E1<<E5					58	60.76	50.29	-159.53	4.6	3792	120.72	36.28	-166.06																			6156
				+S1/I99/E1					61.73	50.19	-159.53																								6157
			^<E6																																6158
				+S1/I99/E1+D99/E1					60.78	50.12	-160.76																								6159
			^<E7																																6160
				+S1/I99/E1+D99/E1					60.84	52.89	-161.24																								6161
			^<E8																																6162
				+S1/I99/E1+D99/E1					63.02	49.86	-162.57																								6163
			^<E9																																6164
				+S1/I99/E1+D99/E1					61.61	52.7	-164.43																								6165
			^<E10<E11										3793	121.83	37.79	-170.14																			6166
			^<I99/E1						63.71	53.56	-164.5																								6167
				+M1/W99/E1<<E5				49	63.59	52.81	-164.92																								6168
				^<E13					65.52	55.07	-172.41																								6169
			^<F233																																6170
	^<E25							141	58.36	49.46	-155.12	10.9	3794	118.52	35.65	-161.16	93		1095	-29.58	34.44	-151.24													6171
		+S1/I97/E1											3795																						6172
			+S1/D97/E1										3796						1096	-29.6	34.77	-149.03													6173
			^<I98/E1										3797	119.4	35.97	-157.81																			6174
				+S1/D98/E1									3798																						6175
				^<I99/E1					61.01	49.15	-149.91																								6176
					+S1/D99/E1				60	50.94	-150.01																								6177
				^<F235																															6178
			^<E2										3799																						6179
				+D98/E1									3800																						6180
				^<I99/E1					59.44	47.7	-150.87																								6181
					+S1/D99/E1				59.36	47.33	-152.33																								6182
				^<F234																															6183
		^<E2											3801																						6184
			+D97/E1										3802						1097	-29.68	36.06	-148.92													6185
	^<E26												3803																						6186
		+S1/I97/E1											3804						1098	-31.82	38.02	-150.99													6187
			+S1/D97/E1										3805																						6188
			^<I98/E1										3806	114.18	38.8	-161.36																			6189
				+U98/E1<<E5				78	50.4	53.85	-157.22	5.8	3807	111.49	40.17	-162.53																			6190
				^<E6<E7																															6191
					+S1/I99/E1+D99/E1				48.35	53.16	-158.87																								6192
				^<E8																															6193
					+S1/I99/E1+D99/E1				47.22	56.86	-160.64																								6194
				^<E9																															6195
					+S1/I99/E1+D99/E1				44.31	57.08	-160.75																								6196
				^<E10								4.2	3808	105.4	42.06	-170.81																			6197
					+S1/I99/E1+D99/E1				43.92	57.5	-164.1																								6198
				^<E11<<E13																															6199
					+S1/I99/E1+D99/E1				37.74	63.08	-167.97																								6200
				^<E14																															6201
					+S1/I99/E1+D99/E1				36.01	64.5	-166.94																								6202
				^<E15				56	35.81	64.57	-167.87	3.9	3809	99.46	43.23	-181.34																			6203
					+S1/I99/E1				34.4	64.84	-168.57																								6204
						+S1/D99/E1			35.33	63.59	-167.24																								6205
					^<F237																														6206
				^<E16																															6207
					+S1/I99/E1+D99/E1				33.77	66.49	-168.35																								6208
				^<E17																															6209
					+S1/I99/E1+D99/E1				32.12	65.63	-168.59																								6210
				^<E18<E19									3810	98.07	43.64	-184.82																			6211
				^<W99/E1<<E5				56	30.99	67.09	-168.55																								6212
				^<E6<<E16					25.88	74.87	-182.82																								6213
		^<E2											3811																						6214
			+D97/E1										3812																						6215
			^<W98/E1<<E5																																6216
				+S1/I99/E1					54.74	51.8	-159.91																								6217
			^<E6																																6218
				+S1/I99/E1+D99/E1					53.25	53.29	-159.42																								6219
			^<E7																																6220
				+S1/I99/E1+D99/E1					54.67	55.17	-159.24																								6221
			^<W98/E1<<E8										3813	113.49	39.22	-165.82																			6222
			^<I99/E1						53.13	53.75	-161.86																								6223
				+S1/D99/E1					53.51	53.43	-162.75																								6224
			^<F236																																6225
		^<F59											3814										59	18.4	8.9	14.2	78.6	64.4	95	6	206.35	0.8859265	1041	3.6344	6226
	^<E27												3815																						6227
		+S1/I97/E1											3816																						6228
			+S1/D97/E1										3817						1099	-29.71	39.56	-148.73													6229
			^<I98/E1										3818	117.39	41.44	-157.83																			6230
				+D98/E1									3819	117.04	41.02	-157.94																			6231
				^<I99/E1+D99/E1					56.11	56.2	-151.12																								6232
			^<F256										3820																						6233
		^<E2											3821																						6234
			+D97/E1										3822						1100	-26.35	40.24	-150.71													6235
			^<I98/E1										3823	121.2	41.71	-159.96																			6236
				+U98/E1<<E5				91	64.27	54.68	-154.2	6.9	3824	123.41	40.39	-161.26																			6237
				^<E6																															6238
					+S1/I99/E1+D99/E1				67.63	53.52	-154.5																								6239
				^<E7																															6240
					+S1/I99/E1+D99/E1				69.16	52.1	-157.26																								6241
				^<E8																															6242
					+S1/I99/E1+D99/E1				70.54	56.31	-158.96																								6243
				^<E9																															6244
					+S1/I99/E1+D99/E1				75.85	54.87	-159.48																								6245
				^<E10								5.2	3825	132.62	39.72	-171.03																			6246
					+S1/I99/E1+D99/E1				76.7	54.21	-163.47																								6247
				^<E11																															6248
					+S1/I99/E1																														6249
						+S1/D99/E1			80.04	56.59	-163.99																								6250
					^<F238																														6251
				^<E12																															6252
					+S1/I99/E1+D99/E1				81.21	55.82	-166.6																								6253
				^<E13																															6254
					+S1/I99/E1+D99/E1				83.39	56.44	-167.91																								6255
				^<E14																															6256
					+S1/I99/E1				86.05	56.26	-168.41																								6257
						+S1/D99/E1			87.16	56.07	-168.8																								6258
					^<F239																														6259
				^<E15				82	84.46	58.84	-169.31	4	3826	138.68	39.95	-184.99																			6260
					+S1/I99/E1+D99/E1				85.36	55.75	-174.1																								6261
				^<E16																															6262
					+S1/I99/E1+D99/E1				87.3	60.53	-172.91																								6263
				^<E17																															6264
					+S1/I99/E1				89.63	56.39	-174.47																								6265
						+S1/D99/E1			89.74	55.39	-175.4																								6266
					^<F240																														6267
				^<E18																															6268
					+S1/I99/E1+D99/E1				87.53	57.14	-176.8																								6269
				^<E19<E20									3827	142.23	42.92	-188.17																			6270
				^<U99/E5				65	89.97	62.09	-173.69																								6271
				^<E6<<E15				38	102.49	60.47	-195.39																								6272
				^<E16<<E21					105.22	65.31	-203.9																								6273
	^<E28												3828					CASSE																	6274
		+S1/I97/E1+D97/E1											3829						1101	-32.05	40.31	-146.81													6275
	^<E29												3830																						6276
		+S1/I97/E1+D97/E1											3831						1102	-31.71	43.13	-149.61													6277
	^<E30												3832				84		1103	-31.65	42.1	-148.39													6278
		+S1/I97/E1+D97/E1											3833						1104	-29.42	43.95	-147.23													6279
	^<E31												3834																						6280
		+S1/I97/E1+D97/E1											3835						1105	-32.48	43.66	-147.05													6281
	^<E32<<E34												3836																						6282
		+S1/I97/E1+D97/E1											3837						1106	-33.85	45.69	-146.74													6283
	^<E35												3838				85		1107	-32.77	46	-146.56													6284
		+S1/I97/E1+D97/E1											3839						1108	-31.06	47.57	-146.91													6285
	^<E36												3840																						6286
		+S1/I97/E1+D97/E1											3841						1109	-34.89	49.07	-143.05													6287
	^<E37												3842																						6288
		+S1/I97/E1+D97/E1											3843						1110	-34.02	49.08	-145.98													6289
	^<E38												3844																						6290
		+S1/I97/E1+D97/E1											3845						1111	-31.73	49.96	-144.68													6291
	^<E39												3846																						6292
		+S1/I97/E1+D97/E1											3847						1112	-35.6	49.95	-143.58													6293
	^<E40												3848				111		1113	-33.28	49.5	-145.63													6294
		+S1/I97/E1											3849				74		1114	-35.19	51.01	-146.52													6295
			+M1/W97/E1<<E5										3850				49		1115	-34.14	52.76	-147.89													6296
			^<E6<<E10										3851						1116	-34.73	55.71	-151.87													6297
			^<E11<<E15										3852				40		1117	-36.13	57.99	-158.56													6298
			^<E15<<E20										3853						1118	-35.88	59.53	-163.64													6299
			^<E21<E22										3854						1119	-37.16	58.9	-164.85													6300
	^<E41<E42												3855																						6301
		+S1/I97/E1+D97/E1											3856						1120	-34.46	52.05	-144.14													6302
	^<E43												3857																						6303
		+S1/D96/E1											3858						1121	-33.79	51.31	-144.83													6304
	^<I97/E1												3859				69		1122	-35.1	52.57	-143.57													6305
		+W97/E1<<E5											3860				49		1123	-33.4	54.05	-143.37													6306
		^<E6<<E10											3861						1124	-33.77	56.46	-143.8													6307
		^<E11<E12											3862						1125	-33.49	56.71	-143.7													6308
^<E54<E55								284	65.97	5.43	-137.8	31.3	3863	123.04	-5.68	-136.16	317		1126	-22.74	-7.77	-130.98													6309
^<U95/E1<<E5								262	66.33	5.27	-146.8	23.5	3864	124.93	-6.34	-144.39	207		1127	-21.77	-7.99	-137.96													6310
^<E6<<E10												22.9	3865	124.4	-8.49	-159.55	206		1128	-22	-8.16	-152.44													6311
	+M1/I96/E1+W96/E1<<E5							115	62.66	0.82	-159.96	10.8	3866	121.31	-10.24	-159.98	93		1129	-23.5	-11.37	-153.52													6312
	^<E6<<E10											9.6	3867	116.06	-14.68	-160.98	78		1130	-28.14	-16.21	-156.59													6313
	^<E11<<E13												3868																						6314
		+S1/I97/E1											3869																						6315
			+S1/D97/E1										3870						1131	-32.42	-21.46	-158.27													6316
			^<I98/E1										3871	112.33	-15.83	-156.89																			6317
				+M1/W98/E1<<E6									3872	112.88	-15.59	-157.66																			6318
				^<I99/E1																															6319
					+S1/D99/E1				56.16	-5.12	-158.45																								6320
				^<E2																															6321
					+S1/D99/E1				56.15	-4.81	-159.47																								6322
			^<E2										3873																						6323
				+W98/E1<<E8									3874	112.69	-12.72	-156.78																			6324
				^<I99/E1+D99/E1					55.82	0.64	-156.62																								6325
			^<F257										3875																						6326
		^<E2											3876																						6327
			+D97/E1										3877						1132	-31.12	-19.81	-157.29													6328
			^<I98/E1+D98/E1										3878	108.42	-19.38	-157.35																			6329
			^<I99/E1+D99/E1						50.65	-6.66	-156.54																								6330
	^<E14												3879																						6331
		+S1/I97/E1+D97/E1											3880						1133	-31.53	-21.06	-160.81													6332
		^<I98/E1+D98/E1											3881	110.59	-21.92	-160.34																			6333
		^<I99/E1																																	6334
			+S1/D99/E1						52.46	-10.62	-160.77																								6335
		^<E2																																	6336
			+S1/D99/E1						53.05	-11.92	-160.55																								6337
	^<E15							110	52.35	-9.35	-160.36	9.2	3882	110.08	-19.74	-160.32	91		1134	-32.76	-20.82	-160.06													6338
	^<I97/E1											10.5	3883	107.58	-21.24	-160.13	108		1135	-34.89	-21.49	-161.78													6339
		+U97/E1<<E5						99	48.51	-14.58	-157.38	8.6	3884	106.4	-24.6	-157.62	63		1136	-35.03	-26.75	-164.63													6340
		^<E6											3885																						6341
			+S1/I98/E1										3886	105.82	-26.89	-155.29																			6342
		^<E7											3887																						6343
			+S1/I98/E1+D98/E1										3888	102.16	-27.81	-154.92																			6344
			^<I99/E1+D99/E1						44.31	-14.54	-154.72																								6345
		^<E8<E9											3889																						6346
			+S1/I98/E1+D98/E1										3890	102.34	-32.58	-152.51																			6347
			^<D99/E1						43.21	-21.59	-152.57																								6348
		^<E10										7.3	3891	101.86	-31.38	-151.64			1137	-36.85	-34.5	-173.02													6349
		^<E11											3892																						6350
			+S1/I98/E1										3893	101.58	-33.78	-148.67																			6351
		^<E12											3894																						6352
			+S1/I98/E1+D98/E1										3895	98.25	-35.7	-147.19																			6353
			^<I99/E1						40.7	-23.42	-146.93																								6354
				+S1/D99/E1					41.6	-25.7	-147.81																								6355
			^<E2																																6356
				+S1/D99/E1					40.22	-24.5	-148.56																								6357
			^<F241																																6358
		^<E13											3896																						6359
			+S1/I98/E1+D98/E1										3897	98.03	-34.09	-143.9																			6360
			^<I99/E1+D99/E1						42.3	-23	-142.73																								6361
		^<E14											3898																						6362
			+S1/I98/E1										3899	98.51	-37.67	-142.79																			6363
				+D98/E1									3900	99.01	-36.28	-142.94																			6364
				^<W99/E1<<E6					41.26	-30.94	-145.8																								6365
			^<F259										3901																						6366
		^<E15						79	40.29	-28.43	-143.42	5.9	3902	99.06	-36.7	-141.96	45		1138	-38.35	-41.01	-183.34													6367
			+S1/I98/E1+D98/E1										3903	95.22	-37.61	-140.58																			6368
			^<I99/E1						38.37	-26.59	-139.92																								6369
				+S1/D99/E1					37.27	-25.98	-141.21																								6370
			^<E2																																6371
				+S1/D99/E1					37.82	-26.01	-138.95																								6372
			^<F242																																6373
		^<E16											3904																						6374
			+S1/I98/E1+D98/E1										3905	96.74	-37.93	-137.95																			6375
			^<I99/E1																																6376
				+S1/D99/E1					41.19	-28.27	-137.39																								6377
			^<E2																																6378
				+S1/D99/E1					41.38	-28.17	-138.61																								6379
		^<E17											3906																						6380
			+S1/I98/E1+D98/E1										3907	95.44	-42.43	-137.78																			6381
			^<I99/E1																																6382
				+S1/D99/E1					37.53	-31.84	-138.09																								6383
			^<E2																																6384
				+S1/D99/E1					35.25	-30.99	-138.55																								6385
		^<E18											3908																						6386
			+S1/I98/E1+D98/E1										3909	95.42	-40.2	-132.99																			6387
			^<I99/E1+D99/E1						37.22	-28.37	-132.72																								6388
		^<E19											3910																						6389
			+S1/I98/E1										3911	95.98	-42.47	-131.95																			6390
				+S1/D98/E1									3912	95.33	-41.9	-132.9																			6391
				^<I99/E1+D99/E1					37.87	-35.28	-135.63																								6392
			^<E2										3913																						6393
				+W98/E1<<E6									3914	97.55	-41.74	-131.85																			6394
				^<I99/E1+D99/E1					40.37	-36.51	-135.99																								6395
			^<F260										3915																						6396
		^<E20										5.4	3916	94.64	-41.63	-132.92																			6397
			+S1/I98/E1										3917	92.13	-42.05	-131.34																			6398
				+S1/D98/E1									3918																						6399
				^<I99/E1																															6400
					+S1/D99/E1				33.37	-35.55	-135.68																								6401
				^<E2																															6402
					+S1/D99/E1				32.89	-33.28	-134.29																								6403
			^<E2										3919																						6404
				+D98/E1									3920																						6405
				^<I99/E1					34.88	-32.33	-132.8																								6406
					+S1/D99/E1				33.65	-31.15	-132.67																								6407
				^<F243																															6408
		^<E21											3921																						6409
			+S1/I98/E1										3922	92.43	-43.88	-133.14																			6410
				+S1/D98/E1									3923	94.24	-41.45	-131.02																			6411
				^<I99/E1					37.18	-29.87	-131.76																								6412
					+S1/D99/E1				38.84	-32.01	-132.28																								6413
				^<F244																															6414
			^<E2										3924																						6415
				+W98/E1<<E6									3925	93.1	-43.33	-129.79																			6416
				^<I99/E1					37.06	-32.35	-128.27																								6417
					+S1/D99/E1				38.78	-32.84	-127.9																								6418
				^<F245																															6419
			^<F261										3926																						6420
		^<E22<<E23											3927						1139	-40.29	-44.06	-192.17													6421
		^<I98/E1											3928	93.08	-44.92	-131.1																			6422
			+W98/E1<<E8										3929	91.15	-47.55	-129.85																			6423
			^<I99/E1						34.07	-36.76	-128.54																								6424
				+W99/E1<<E5				43	33.21	-39.07	-128.33																								6425
				^<E6<<E16					24.87	-48.26	-127.16																								6426
			^<F246																																6427
^<E11<E12													3930																						6428
	+M1/I96/E1+W96/E1<<E5							49	67.38	0.61	-165.99	3.8	3931	125.83	-12.13	-165.82	40		1140	-18.68	-11.16	-159.15													6429
	^<E6<<E9												3932																						6430
		+S1/D97/E1											3933						1141	-15.51	-13.73	-161.67													6431
		^<W98/E1<<E6											3934	128.52	-16.08	-166.93																			6432
	^<E10												3935				50		1142	-16.23	-14.03	-160.31													6433
		+D97/E1											3936						1143	-15.24	-15.16	-160.79													6434
		^<I99/E1																																	6435
			+S1/D99/E1						72.71	-5.77	-167.06																								6436
		^<E2																																	6437
			+D99/E1						73.57	-5.53	-165.86																								6438
^<E13													3937																						6439
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3938						1144	-25.2	-11.76	-161.63													6440
	^<I98/E1												3939	119.65	-11.84	-167.16																			6441
		+D98/E1											3940	120.11	-11.71	-168																			6442
		^<I99/E1+D99/E1							61.66	-0.6	-168.72																								6443
	^<F263												3941																						6444
^<E14													3942																						6445
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3943						1145	-18.67	-6.97	-163.78													6446
	^<I98/E1+D98/E1												3944	126.53	-8.47	-170.58																			6447
	^<I99/E1+D99/E1								67.95	0.45	-170.7																								6448
^<E15								234	64.38	4.72	-169.62	21.6	3945	123.64	-8.31	-170.77	185		1146	-21.75	-7.83	-165.21													6449
	+M1/I96/E1+D96/E1<I97/E1+D97/E1												3946	120.16	-14.47	-172.42			1147	-19.16	-14.44	-167.29													6450
	^<W98/E1<<E8												3947	125.48	-17.44	-173.55																			6451
	^<I99/E1								67.85	-4.62	-172.14																								6452
		+S1/D99/E1							67.4	-4.82	-172.48																								6453
	^<E2																																		6454
		+D99/E1							69.2	-3.03	-172.96																								6455
	^<F247																																		6456
^<E16<<E20												21.9	3948	121.16	-8.49	-177.62	199		1148	-22.77	-8.21	-173.34													6457
^<E21<E22													3949																						6458
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3950						1149	-20.34	-8.49	-175.87													6459
^<E23													3951																						6460
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3952						1150	-24.87	-6.78	-177.51													6461
	^<I98/E1+D98/E1												3953	117.46	-7.36	-183.58																			6462
	^<I99/E1+D99/E1								57.72	7.37	-182.64																								6463
^<E24													3954																						6464
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3955						1151	-20.22	-9.94	-179.83													6465
	^<I98/E1+D98/E1												3956	121.32	-10.75	-186.01																			6466
	^<I99/E1+D99/E1								63.13	3.96	-187.58																								6467
^<E25								264	59.53	4.63	-183.31	22.2	3957	117.84	-9.12	-183.13			1152	-24.3	-8.89	-178.86													6468
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3958				203		1153	-27.51	-11.89	-176.87													6469
	^<I98/E1+D98/E1												3959	115.29	-13.49	-181.97																			6470
	^<I99/E1+D99/E1								56.35	-1.87	-181.41																								6471
^<E26													3960																						6472
	+S1/I96/E1+D96/E1<I97/E1+D97/E1												3961						1154	-23.51	-6.44	-179.63													6473
	^<I98/E1+D98/E1												3962	120	-7.93	-185.34																			6474
	^<I99/E1+D99/E1								61.36	7.43	-184.86																								6475
^<E27													3963																						6476
	+S1/I96/E1+D96/E1<I97/E1												3964																						6477
		+D97/E1											3965						1155	-24.45	-14.45	-181.68													6478
		^<I98/E1+D98/E1											3966	119.08	-15.03	-187.2																			6479
		^<I99/E1+D99/E1							60.57	0.39	-187.57																								6480
	^<E2												3967																						6481
		+S1/D97/E1											3968						1156	-22.28	-13.73	-180.75													6482
^<E28													3969																						6483
	+R1/I96/E1												3970																						6484
		+S1/D96/E1<I97/E1+D97/E1											3971						1157	-28.25	-12.8	-180.81													6485
		^<I98/E1+D98/E1											3972	113.52	-15.2	-186.4																			6486
		^<I99/E1																																	6487
			+S1/D99/E1						54.94	0.68	-186.91																								6488
		^<E2																																	6489
			+S1/D99/E1						56.02	1.21	-186.27																								6490
	^<E2												3973																						6491
		+U96/E1<<E5						143	53.04	6.77	-184.61	13.2	3974	112.66	-10.44	-185.77	129		1158	-30.08	-8.95	-180.18													6492
		^<E6<<E10										11.6	3975	104.98	-6.14	-182.71	93		1159	-38.55	-6.12	-178.08													6493
		^<E11<<E15						123	39.08	10.87	-178.71	11.1	3976	98.75	-2.38	-180.91	88		1160	-45.3	-3.53	-176.54													6494
		^<E16<E17											3977																						6495
			+S1/I97/E1+D97/E1										3978						1161	-49.23	-0.82	-176.8													6496
			^<I98/E1										3979	94.24	0.03	-180.94																			6497
				+S1/D98/E1									3980	94.3	-0.38	-181.35																			6498
				^<I99/E1																															6499
					+S1/D99/E1				34.54	12.73	-179.67																								6500
				^<E2																															6501
					+S1/D99/E1				34.92	12.12	-179.97																								6502
			^<E2										3981																						6503
				+W98/E1<<E8									3982	92.67	2.17	-182.06																			6504
				^<I99/E1+D99/E1					32.89	15.49	-180.81																								6505
		^<E18<E19											3983																						6506
			+S1/I97/E1+D97/E1										3984						1162	-52.61	-3.57	-173.47													6507
				+M1/W98/E1<<E8									3985	90.74	-5.69	-176.12																			6508
				^<I99/E1					31.79	6.69	-173.45																								6509
					+S1/D99/E1				31.7	8.8	-172.87																								6510
				^<F248																															6511
			^<E2										3986																						6512
			^<W98/E1<<E5					56	30.81	6.97	-177.4		3987																						6513
			^<E6<E7																																6514
				+S1/I99/E1+D99/E1					30.25	2.1	-180.38																								6515
			^<E8																																6516
				+S1/I99/E1+D99/E1					28.22	3.97	-179.49																								6517
			^<E9																																6518
				+S1/I99/E1+D99/E1					27.97	1.07	-178.68																								6519
			^<E10									4.6	3988	86.69	-7.3	-187.68																			6520
				+S1/I99/E1+D99/E1					27.55	-0.12	-180.39																								6521
			^<E11																																6522
				+S1/I99/E1+D99/E1					25.04	-1.75	-178.57																								6523
			^<E12																																6524
				+S1/I99/E1+D99/E1					26.04	-4.09	-177.2																								6525
			^<E13																																6526
				+S1/I99/E1+D99/E1					22.47	-5.05	-176.01																								6527
			^<E14																																6528
				+S1/I99/E1					25.12	-5.41	-172.3																								6529
					+S1/D99/E1				25.74	-4.26	-171.23																								6530
				^<F249																															6531
			^<E15					36	24.49	-5.31	-173.56	4.2	3989	82.37	-9.13	-195.48																			6532
				+S1/I99/E1					24.25	-8.52	-173.49																								6533
					+S1/D99/E1				23.77	-9.21	-173.52																								6534
				^<F250																															6535
			^<E16<<E18										3990	80.76	-9.61	-198.27																			6536
			^<I99/E1						23.91	-7.61	-169.94																								6537
				+S1/D99/E1					23.42	-5.73	-170.03																								6538
			^<F251																																6539
		^<E20										10.1	3991	94.01	-1.03	-176.57	83		1163	-51.17	-1.98	-172.85													6540
			+S1/I97/E1										3992																						6541
				+M1/D97/E1									3993																						6542
				^<I98/E1									3994									-172.81													6543
					+S1/D98/E1								3995	90.86	3.88	-176.38																			6544
					^<I99/E1+D99/E1				30.74	16.75	-177.14																								6545
				^<E2									3996																						6546
					+W98/E1<<E5			53	32.25	19.25	-175.36	4.2	3997	91.99	4.27	-175.48																			6547
					^<E6																														6548
						+S1/I99/E1+D99/E1			30.67	21.38	-176.9																								6549
					^<E7																														6550
						+S1/I99/E1+D99/E1			32.18	22.12	-178																								6551
					^<E8																														6552
						+S1/I99/E1+D99/E1			30.34	25.2	-176.05																								6553
					^<E9																														6554
						+S1/I99/E1+D99/E1			30.75	26.31	-179.16																								6555
					^<E10							3.1	3998	91.38	14.62	-178.5																			6556
						+S1/I99/E1+D99/E1			30.75	30.7	-178																								6557
					^<E11																														6558
						+S1/I99/E1+D99/E1			28.79	33	-178.35																								6559
					^<E12<<E14								3999	90.47	18.68	-180.17																			6560
					^<I99/E1																														6561
						+S1/D99/E1			28.83	32.91	-179.68																								6562
					^<E2																														6563
						+S1/D99/E1			29.92	33.31	-180.72																								6564
			^<E2																																6565
				+D97/E1									4000						1164	-52.72	2.06														6566
				^<I98/E1+D98/E1									4001	92.13	1.57	-173.3																			6567
		^<E21<<E25						118	30.82	14.77	-168.88	9.1	4002	90.68	1.68	-169.84	74		1165	-56.17	0.5	-166.62													6568
		^<E26<<E30										9.8	4003	89.98	2.63	-166.39	89		1166	-57.86	0.84	-164.27													6569
		^<W96/E1<<E5										9.7	4004	90.03	3.72	-165.8	94		1167	-57.97	1.26	-163.25													6570
		^<E6<<E10											4005				91		1168	-59.18	1.96	-162.1													6571
		^<I97/E1							27.47	16.57	-160.05	11.6	4006	87.79	1.93	-161.49	111		1169	-61.74	1.96	-160.59													6572
			+U97/E1<<E3										4007																						6573
				+S1/I98/E1+D98/E1									4008	88.57	2.29	-157.67																			6574
				^<I99/E1																															6575
					+S1/D99/E1				27.71	18.41	-156.65																								6576
				^<E2																															6577
					+S1/D99/E1				28.48	17.5	-156.46																								6578
			^<E4										4009																						6579
				+S1/I98/E1+D98/E1									4010	87.03	4.61	-156.8																			6580
				^<D99/E1					25.48	22.06	-157.15																								6581
			^<E5					89	26.32	20.74	-154.41	8.2	4011	88	4.08	-155.45	58		1170	-64.85	2.45	-155.09													6582
			^<E6										4012																						6583
				+S1/I98/E1+D98/E1									4013	84.93	3.34	-152.44																			6584
				^<I99/E1+D99/E1					23.54	18.23	-152.53																								6585
			^<E7										4014																						6586
				+S1/I98/E1									4015	85.62	5.34	-149.06																			6587
			^<E8										4016																						6588
				+S1/I98/E1									4017	85.32	5.12	-146.63																			6589
			^<E9										4018																						6590
				+S1/I98/E1									4019	83.48	6.43	-145.58																			6591
					+D98/E1								4020	82.72	7.6	-144.62																			6592
					^<W99/E1<<E6				18.21	21.71	-146.99																								6593
				^<F263									4021																						6594
			^<E10									7.5	4022	83.89	5.86	-144.11			1171	-74.11	5.17	-148.16													6595
				+S1/I98/E1									4023	83.72	6.13	-142.31																			6596
			^<E11										4024																						6597
				+S1/I98/E1+D98/E1									4025	81.75	3.74	-139.3																			6598
				^<I99/E1					18.95	19.68	-141.06																								6599
					+S1/D99/E1				18.46	20.22	-140.16																								6600
				^<E2																															6601
					+S1/D99/E1				18.51	20.27	-140.62																								6602
				^<F249																															6603
			^<E12										4026																						6604
				+S1/I98/E1									4027	81.84	6.77	-136.15																			6605
					+S1/D98/E1								4028	81.56	8.26	-136.09																			6606
					^<W99/E1<<E6				15.77	27.07	-140.16																								6607
				^<F264									4029																						6608
			^<E13										4030																						6609
				+S1/I98/E1+D98/E1									4031	80.79	6.83	-134.52																			6610
				^<I99/E1					17.46	22.71	-135.89																								6611
					+S1/D99/E1				17.64	21.43	-136.18																								6612
				^<F250																															6613
			^<E14										4032																						6614
				+S1/I98/E1																															6615
					+S1/D98/E1								4033	78.25	5.95	-133.9																			6616
				^<E2																															6617
					+W98/E1<<E6								4034	76.34	6.08	-134.5																			6618
					^<I99/E1				12.56	20.11	-135.24																								6619
						+S1/D99/E1			14.03	19.66	-133.75																								6620
					^<F251																														6621
			^<E15					58	14.25	23.39	-135.52	5.3	4035	79.11	5.83	-133.53	50		1172	-83.94	6.49	-144.78													6622
				+S1/I98/E1									4036	79.68	7.67	-131.49																			6623
			^<E16<E19										4037																						6624
			^<W97/E1<<E16										4038																						6625
